cp,artist,song,section
VI-VII-III-VII-VI,rhythm heaven fever,catch of the day,verse
VI-VII-III-VII-VI,four year strong,go down in history,chorus
VI-VII-III-VII-VI,toby keith,should've been a cowboy,verse
VI-VII-III-VII-VI,toby keith,should've been a cowboy,chorus
VI-VII-III-VII-VI,chino y nacho,el poeta,chorus
VI-VII-III-VII-VI,the weepies,gotta have you,verse
VI-VII-III-VII-VI,sigala,say you do,chorus
VI-VII-III-VII-VI,relient k,be my escape,chorus
VI-VII-III-VII-VI,le vent du nord,rosette,verse
VI-VII-III-VII-VI,spice girls,2 become 1,chorus
VI-VII-III-VII-VI,nintendo,gba sky garden - mario kart ds,chorus
VI-VII-III-VII-i,ai ootsuka,sakuranbo,chorus
VI-VII-III-VII-i,arctic monkeys,mardy bum,chorus
VI-VII-III-VII-i,blues traveler,hook,verse
VI-VII-III-VII-i,bon jovi,living on a prayer,chorus
VI-VII-III-VII-i,rhapsody of fire,emerald sword,chorus
VI-VII-III-VII-i,taylor swift,i knew you were trouble,chorus
VI-VII-III-VII-i,cyndi lauper,time after time,chorus
VI-VII-III-VII-i,johann pachelbel,canon in d major,chorus
VI-VII-III-VII-i,backstreet boys,get another boyfriend,chorus
VI-VII-III-VII-i,backstreet boys,the one,chorus
VI-VII-III-VII-i,casting crowns,joy to the world - christmas,verse
VI-VII-III-VII-i,bonnie mckee,american girl,verse
VI-VII-III-VII-i,sylvie vartan,irresistiblement,chorus
VI-VII-III-VII-i,alphaville,forever young,chorus
VI-VII-III-VII-i,men at work,land down under,chorus
VI-VII-III-VII-i,the pogues and kirsty maccoll,fairytale of new york,verse
VI-VII-III-VII-i,one direction ,night changes ,chorus
VI-VII-III-VII-i,blues traveler,hook,chorus
VI-VII-III-VII-i,fripside,only my railgun,verse
VI-VII-III-VII-i,jonathan mann,hey defriender,chorus
VI-VII-III-VII-i,robyn,call your girlfriend,verse
VI-VII-III-VII-i,richard marx,richard marx - right here waiting,chorus
VI-VII-III-VII-i,richard marx,right here waiting,chorus
VI-VII-III-VII-i,shinichi sakamoto,side-crawler's dance,verse
VI-VII-III-VII-i,daughtry,over you,verse
VI-VII-III-VII-i,daughtry,over you,chorus
VI-VII-III-VII-i,nintendo,gba sky garden - mario kart ds,chorus
VI-VII-III-VII-i,blink-182,she's out of her mind,chorus
VI-VII-III-VII-III,leonard cohen,hallelujah,verse
VI-VII-III-VII-III,jeff buckley,hallelujah,verse
VI-VII-III-VII-III,hank green,i know,verse
VI-VII-III-VII-III,oyuugi wagamama dan x paradeis,liverty,verse
VI-VII-III-VII-III,hank green,it all makes sense at the end,chorus
VI-VII-III-VII-III,the beatles,we can work it out,verse
VI-VII-III-VII-III,queen,you're my best friend,verse
VI-VII-III-VII-III,abba,waterloo,chorus
VI-VII-III-VII-III,david bowie,let's dance,chorus
VI-VII-III-VII-III,the pogues and kirsty maccoll,fairytale of new york,verse
VI-VII-III-VII-III,motoi sakuraba,the silvery snowland,verse
VI-VII-III-VII-III,nintendo,squid kid,verse
VI-VII-III-VII-III,weezer,falling for you,chorus
VI-VII-III-VII-III,shovel knight - la danse macabre,jake kaufman,chorus
VI-VII-III-VII-III,phish,heavy things,verse
VI-VII-III-i-VI,bare naked ladies,big bang theory theme song,verse
VI-VII-III-i-VI,braid soundtrack,downstream,chorus
VI-VII-III-i-VI,ricky nelson,poor little fool,chorus
VI-VII-III-i-VI,sam cooke,wonderful world,chorus
VI-VII-III-i-VI,sha na na,those magic changes - grease,chorus
VI-VII-III-i-VI,taylor swift,starlight,chorus
VI-VII-III-i-VI,ace of base,i saw the sign,chorus
VI-VII-III-i-VI,perfume,chocolate disco,chorus
VI-VII-III-i-VI,kaoma,lambada,verse
VI-VII-III-i-VI,whitney houston,i will always love you,chorus
VI-VII-III-i-VI,matchbox 20,unwell,verse
VI-VII-III-i-VI,alicia keys,girl on fire,verse
VI-VII-III-i-VI,they might be giants,doctor worm,verse
VI-VII-III-i-VI,britney spears,lucky,chorus
VI-VII-III-i-VI,britney spears,ooh la la,chorus
VI-VII-III-i-VI,regina spektor,folding chairs,verse
VI-VII-III-i-VI,1927,if i could,chorus
VI-VII-III-i-VI,green day,amy,verse
VI-VII-III-i-VI,the bangles,eternal flame,verse
VI-VII-III-i-VI,ben e king,stand by me,verse
VI-VII-III-i-VI,helloween,if i knew,chorus
VI-VII-III-i-VI,barry mann,who put the bomp,chorus
VI-VII-III-i-VI,dion and the belmonts,teenager in love,verse
VI-VII-III-i-VI,marc cohn,walking in memphis,verse
VI-VII-III-i-VI,nintendo,yoshi's island - flower garden,verse
VI-VII-III-i-VI,the blue hearts,linda linda,chorus
VI-VII-III-i-VI,the blue hearts,linda linda,verse
VI-VII-III-i-VI,to the moon,for river - piano - johnny's version,verse
VI-VII-III-i-VI,lipstick,i'm a raver,chorus
VI-VII-III-i-VI,magic,rude,verse
VI-VII-III-i-VI,magic,rude,chorus
VI-VII-III-i-VI,charli xcx,boom clap,chorus
VI-VII-III-i-VI,pomplamoose,bust your knee caps,chorus
VI-VII-III-i-VI,jacksfilms,give this song a title,chorus
VI-VII-III-i-VI,brand new,the quiet things that no one ever knows,chorus
VI-VII-III-i-VI,charli xcx,boom clap,verse
VI-VII-III-i-VI,neutral milk hotel,in the aeroplane over the sea,verse
VI-VII-III-i-VI,hoagy carmichael,heart and soul,verse
VI-VII-III-i-VI,christopher tin,baba yetu,chorus
VI-VII-III-i-VI,barenaked ladies,if i had a million dollars,chorus
VI-VII-III-i-VI,joe inoue,closer,chorus
VI-VII-III-i-VI,go west,king of wishful thinking,verse
VI-VII-III-i-VI,miranda cosgrove,leave it all to me,chorus
VI-VII-III-i-VI,toby keith,courtesy of the red white and blue,chorus
VI-VII-III-i-VI,keytalk,ouka ranman,chorus
VI-VII-III-i-VI,dom fera,deck'd,verse
VI-VII-III-i-VI,steerner ft corey saxon,sparks,verse
VI-VII-III-i-VI,katy perry,lost,chorus
VI-VII-III-i-VI,radical face,welcome home,chorus
VI-VII-III-i-VI,rob abernethy,a walk in the shire,verse
VI-VII-III-i-VI,avicii,for a better day - kshmr remix,chorus
VI-VII-III-i-VI,tame impala,let it happen,chorus
VI-VII-III-i-VI,fountains of wayne,hey julie,verse
VI-VII-III-i-VI,van morrison,caravan,verse
VI-VII-III-i-VI,taylor swift,the best day,verse
VI-VII-III-i-VI,the cranberries,no need to argue,verse
VI-VII-III-i-VI,crowded house,don't dream it's over,chorus
VI-VII-III-i-VI,whiteflame,senbonzakura,chorus
VI-VII-III-i-VI,the beach boys,surfer girl,verse
VI-VII-III-i-VI,mooseheadmoosic,rainbow chicken dance,verse
VI-VII-III-i-VI,calvin harris,this is what you came for ft rihanna,verse
VI-VII-III-i-VI,demi lovato,body say,chorus
VI-VII-III-i-VI,emax,delicate oooz,chorus
VI-VII-III-i-VI,blink-182,she's out of her mind,verse
VI-VII-VI-VII-VI,the decemberists,won't want for love,chorus
VI-VII-VI-VII-VI,the decemberists,won't want for love,verse
VI-VII-VI-VII-VI,the beatles,yellow submarine,verse
VI-VII-VI-VII-VI,los del rio,macarena,chorus
VI-VII-VI-VII-VI,jane's addiction,jane says,verse
VI-VII-VI-VII-VI,yoko ueno,raspberry heaven,chorus
VI-VII-VI-VII-VI,fleetwood mac,dreams,verse
VI-VII-VI-VII-VI,suzanne vega,luka,verse
VI-VII-VI-VII-VI,lana del rey,hollywood,chorus
VI-VII-VI-VII-VI,morgan page vs sultan and ned shepard vs bt,in the air - mord fustang remix,chorus
VI-VII-VI-VII-VI,the human league,don't you want me,chorus
VI-VII-VI-VII-VI,the good and the damned,little electric,verse
VI-VII-VI-VII-VI,seikilos,hoson zes phainou,verse
VI-VII-VI-VII-VI,the white stripes,dead leaves and the dirty ground,verse
VI-VII-VI-VII-VI,game freak,vs wild pokemon - unova,chorus
VI-VII-VI-VII-VI,game freak,vs trainer - hoenn,chorus
VI-VII-VI-VII-VI,unitopia,the garden,verse
VI-VII-VI-VII-VI,one direction ,night changes ,chorus
VI-VII-VI-VII-VI,bowling for soup,high school never ends,chorus
VI-VII-VI-VII-VI,yuki kajiura,bloody rabbit,chorus
VI-VII-VI-VII-VI,john travolta and olivia newton-john,summer nights,chorus
VI-VII-VI-VII-VI,blur,advert,verse
VI-VII-VI-VII-VI,nathan ford,serious beat in b minor,chorus
VI-VII-VI-VII-VI,brad paisley,two feet of topsoil,verse
VI-VII-VI-VII-VI,saves the day,eulogy,verse
VI-VII-VI-VII-VI,beach house,the hours,verse
VI-VII-VI-VII-III,dire straits,skateaway,chorus
VI-VII-VI-VII-III,they might be giants,doctor worm,verse
VI-VII-VI-VII-III,the beatles,we can work it out,verse
VI-VII-VI-VII-III,david bowie,let's dance,chorus
VI-VII-VI-VII-III,fleet foxes,isles,verse
VI-VII-VI-VII-III,the blues brothers,soul man,chorus
VI-VII-VI-VII-III,motoi sakuraba,the silvery snowland,verse
VI-VII-VI-VII-III,genki rockets,heavenly star,chorus
VI-VII-VI-VII-III,one direction ,night changes ,chorus
VI-VII-VI-VII-III,nintendo,squid kid,verse
VI-VII-VI-VII-III,queen,need your loving tonight,verse
VI-VII-VI-VII-III,twin atlantic,heart and soul,chorus
VI-VII-VI-VII-III,yuki kajiura,bloody rabbit,chorus
VI-VII-VI-VII-III,ricky skaggs and bruce hornsby,mandolin rain,chorus
VI-VII-VI-VII-III,lauri ylonen,heavy,chorus
VI-VII-VI-VII-III,elizabeth and the catapult,you and me,chorus
VI-VII-VI-VII-III,the smiths,please please please let me get what i want,verse
VI-VII-VI-VII-III,beach house,the hours,verse
VI-VII-VI-VII-i,dire straits,sultans of swing,chorus
VI-VII-VI-VII-i,john denver,annie's song,verse
VI-VII-VI-VII-i,helloween,if i knew,chorus
VI-VII-VI-VII-i,spongebob squarepants,krusty krab training video intro,verse
VI-VII-VI-VII-i,arty,around the world,chorus
VI-VII-VI-VII-i,two-mix,rhythm emotion,chorus
VI-VII-VI-VII-i,chris brown,beautiful people,verse
VI-VII-VI-VII-i,taylor swift,shake it off,chorus
VI-VII-VI-VII-i,zun,child of are,verse
VI-VII-VI-VII-i,the shins,simple song,chorus
VI-VII-VI-VII-i,toby fox,megalovania,verse
VI-VII-VI-VII-i,dj khaled,all i do is win,chorus
VI-VII-VI-VII-V,the strokes,reptilia,chorus
VI-VII-VI-VII-V,disney jodi benson,part of your world,verse
VI-VII-VI-VII-V,sonic underground,sonic underground theme song,chorus
VI-VII-VI-VII-V,satoshi iwase,danganronpa - saisei,chorus
VI-VII-VI-VII-V,afrojack,ten feet tall,verse
VI-VII-VI-III-VI,neutral milk hotel,king of carrot flowers,verse
VI-VII-VI-III-VI,ritchie valen,la bamba,chorus
VI-VII-VI-III-VI,pink,trouble,chorus
VI-VII-VI-III-VI,neutral milk hotel,two-headed boy,verse
VI-VII-VI-III-VI,the troggs,wild thing,verse
VI-VII-VI-III-VI,iron maiden,the number of the beast,chorus
VI-VII-VI-III-VI,roxette,how do you do,verse
VI-VII-VI-III-VI,joanna newsom,this side of the blue,verse
VI-VII-VI-III-VI,langhorne slim,worries,verse
VI-VII-VI-III-VI,andrew lloyd webber,music of the night,chorus
VI-VII-VI-III-VI,tism,everyone else has had more sex than me,chorus
VI-VII-VI-III-VI,simple minds,don't you forget about me,verse
VI-VII-V-VI-V,vlad,magicka 2,chorus
VI-VII-VI-III-VI,flo rida,what i like about you ft fitz,chorus
VI-VII-VI-III-VI,green day,minority,chorus
VI-VII-VI-III-VI,the mighty mighty bosstones,the magic of youth,verse
VI-VII-VI-III-VI,john travolta and olivia newton-john,summer nights,chorus
VI-VII-VI-III-VI,regina spektor,fidelity,chorus
VI-VII-VI-III-VI,rem,stand,chorus
VI-VII-VI-III-VI,juice newton,angel of the morning,verse
VI-VII-VI-III-VI,cyndi lauper,true colors,chorus
VI-VII-VI-III-VI,no doubt,underneath it all,chorus
VI-VII-VI-III-VII,rush,working man,verse
VI-VII-VI-III-VII,rush,working man,chorus
VI-VII-VI-III-VII,joan jett,bad reputation,verse
VI-VII-VI-III-VII,helloween,windmill,verse
VI-VII-VI-III-VII,rush,closer to the heart,verse
VI-VII-VI-III-VII,billy squier,lonely is the night,verse
VI-VII-VI-III-VII,elton john,daniel,verse
VI-VII-VI-V-VI,les friction,come back to me,chorus
VI-VII-VI-V-VI,nintendo,tetris attack - water stage,verse
VI-VII-VI-V-VI,eric whitacre,sleep,chorus
VI-VII-VI-V-iv,the blue hearts,linda linda,verse
VI-VII-VI-V-VII,morgan page vs sultan and ned shepard vs bt,in the air - mord fustang remix,chorus
VI-VII-VI-V-VII,les friction,come back to me,chorus
VI-VII-VI-V-i,bad lip reading,kicked your monkey,chorus
VI-VII-VI-V-i,wan wan,surpass the gate of the silver key,verse
VI-VII-VI-V-III,monika brodka,w pieciu smakach,verse
VI-VII-VI-V-III,twin atlantic,heart and soul,chorus
VI-VII-VI-i-VII,bonnie mckee,american girl,chorus
VI-VII-VI-i-VI,scorpions,rock you like a hurricane,verse
VI-VII-VI-i-VI,fountains of wayne,hey julie,chorus
VI-VII-V-i-VI,ai ootsuka,sakuranbo,chorus
VI-VII-V-i-VI,britney spears,hold it against me,chorus
VI-VII-V-i-VI,nintendo,guile's theme,verse
VI-VII-V-i-VI,nsync,it's gonna be me,chorus
VI-VII-V-i-VI,gwen stefani,4 in the morning,chorus
VI-VII-V-i-VI,usher,scream,chorus
VI-VII-V-i-VI,avicii,dear boy,verse
VI-VII-V-i-VI,avicii,dear boy,chorus
VI-VII-V-i-VI,rick astley,together forever,chorus
VI-VII-V-i-VI,passenger,let her go,verse
VI-VII-V-i-VI,game freak,credits - pokemon heartgold and soulsilver,chorus
VI-VII-V-i-VI,jj lin,always online,verse
VI-VII-V-i-VI,jj lin,always online,verse
VI-VII-V-i-VI,jj lin,always online,chorus
VI-VII-V-i-VI,jj lin,always online,chorus
VI-VII-V-i-VI,jonathan coulton,i feel fantastic,chorus
VI-VII-V-i-VI,dax johnson,a moment in the life of me,verse
VI-VII-V-i-VI,dax johnson,a moment in the life of me,verse
VI-VII-V-i-VI,sirenia,lost in life,chorus
VI-VII-V-i-VI,sid,monochrome kiss,chorus
VI-VII-V-i-VI,game freak,violet city,chorus
VI-VII-V-i-VI,vlad,magicka 2,chorus
VI-VII-V-i-VI,sound apparel,the love that lasts the longest part 1,chorus
VI-VII-V-i-VI,wanting,jar of love,chorus
VI-VII-V-i-VI,zun,eternal shrine maiden,verse
VI-VII-V-i-VI,wan wan,surpass the gate of the silver key,verse
VI-VII-V-i-VI,senpi,awakening wolf's instinct,chorus
VI-VII-V-i-VI,wan wan,world yamataizer,verse
VI-VII-V-i-VI,harufuri,girlving to the right,verse
VI-VII-V-i-VI,toru minegishi,tokimeki bomb rush,chorus
VI-VII-V-i-VI,mini pati,hirari kirakira yami yami museum,chorus
VI-VII-V-i-iv,prguitarman -yamaha vocaloid,nyan cat - nyanyanya,chorus
VI-VII-V-i-iv,prguitarman -yamaha vocaloid,nyan cat - nyanyanya,verse
VI-VII-V-i-iv,perfume,chocolate disco,chorus
VI-VII-V-i-iv,cool joke,undo-full-metal-alchemist-fma-op3,chorus
VI-VII-V-i-iv,sid,monochrome kiss,chorus
VI-VII-V-i-iv,sawai miku,colorful - saenai heroine no sodatekata ed,verse
VI-VII-V-i-iv,073113243,nyan cat,chorus
VI-VII-V-i-iv,butch walker,pretty melody,chorus
VI-VII-V-i-iv,keytalk,ouka ranman,verse
VI-VII-V-i-iv,satoshi iwase,danganronpa - saisei,chorus
VI-VII-V-i-iv,mooseheadmoosic,rainbow chicken dance,verse
VI-VII-V-i-iv,minami-ke tadaima op,shiawase high tension,chorus
VI-VII-V-i-VII,david guetta,titanium feat sia,chorus
VI-VII-V-i-VII,nsync,it's gonna be me,chorus
VI-VII-V-i-VII,epica,the essence of silence,chorus
VI-VII-V-i-VII,blue lagoon,break my stride,chorus
VI-VII-V-i-VII,cash cash,overtime,chorus
VI-VII-V-i-VII,le vent du nord,rosette,verse
VI-VII-V-i-VII,bonnie tyler,it's a heartache,chorus
VI-VII-V-i-VII,neon indian,annie,chorus
VI-VII-V-VI-VII,vanessa carlton,a thousand miles,chorus
VI-VII-V-VI-VII,sarah blasko,flame trees,verse
VI-VII-V-VI-VII,d-crew,curus,verse
VI-VII-V-VI-VII,the mighty mighty bosstones,sugar free,chorus
VI-VII-V-VI-VII,sia,free the animal,chorus
VI-VII-V-VI-VII,madeon,la lune ft dan smith,chorus
VI-VII-V-VI-VII,the monkees,daydream believer,chorus
VI-VII-V-VI-iv,takuya hanaoka,super robot wars alpha 3 - zest seven,chorus
VI-VII-V-VI-iv,pizza girl,crazy for you,chorus
VI-VII-V-VI-iv,senpi,awakening wolf's instinct,verse
VI-VII-V-VI-iv,art garfunkel,bright eyes,chorus
VI-VII-V-VI-iv,michiru yamane,castlevania bloodlines - iron-blue intention,verse
VI-VII-V-VI-V,gary portnoy,where everybody knows your name - cheers theme,chorus
VI-VII-V-VI-V,senpi,awakening wolf's instinct,verse
VI-VII-V-VI-V,afrojack,ten feet tall,verse
VI-VII-V-VI-i,vanessa carlton,a thousand miles,chorus
VI-VII-V-VI-i,vance joy,georgia,verse
VI-i-VII-VI-i,black eyed peas,just can't get enough,chorus
VI-i-VII-VI-i,drake,take care,verse
VI-i-VII-VI-i,metallica,nothing else matters,verse
VI-i-VII-VI-i,usher,dj's got us falling in love again,chorus
VI-i-VII-VI-i,taylor swift,red,chorus
VI-i-VII-VI-i,taylor swift,red,verse
VI-i-VII-VI-i,gershon kingsley,popcorn,chorus
VI-i-VII-VI-i,jason derulo,the other side,chorus
VI-i-VII-VI-i,carolina liar,show me what i'm looking for,chorus
VI-i-VII-VI-i,theory of a deadman,not meant to be,verse
VI-i-VII-VI-i,dragonforce,through the fire and flames,chorus
VI-i-VII-VI-i,enrique iglesias,bailamos,chorus
VI-i-VII-VI-i,nanobii,astral blast,chorus
VI-i-VII-VI-i,bonnie mckee,american girl,chorus
VI-i-VII-VI-i,florida georgia line,dirt,chorus
VI-i-VII-VI-i,kt tunstall,black horse and a cherry tree,chorus
VI-i-VII-VI-i,all american rejects,gives you hell,chorus
VI-i-VII-VI-i,avril lavigne,when you're gone,chorus
VI-i-VII-VI-i,clear vu,close to you - re-con remix,verse
VI-i-VII-VI-i,flo rida,club can't handle me,chorus
VI-i-VII-VI-i,wire,outdoor miner,verse
VI-i-VII-VI-i,motoi sakuraba,the imperial city,verse
VI-i-VII-VI-i,firewall,sincere - pulser mix,chorus
VI-i-VII-VI-i,milow,ayo technology,chorus
VI-i-VII-VI-i,steven wilson,hand cannot erase,chorus
VI-i-VII-VI-i,above and beyond feat alex vargas,all over the world,verse
VI-i-VII-VI-i,fitz and the tantrums,out of my league,chorus
VI-i-VII-VI-i,tori kelly,should've been us,chorus
VI-i-VII-VI-i,ricky skaggs and bruce hornsby,mandolin rain,chorus
VI-i-VII-VI-i,taylor swift,wildest dreams,verse
VI-i-VII-VI-i,scorpions,rock you like a hurricane,verse
VI-i-VII-VI-i,morgan page,body work ft tegan and sara,chorus
VI-i-VII-VI-i,paris blohm and steerner,fight forever,chorus
VI-i-VII-VI-i,ozzy osbourne,mr crowley,verse
VI-i-VII-VI-i,tiny moving parts,headache,chorus
VI-i-VII-VI-i,mako,i won't let you walk away - lost kings remix,chorus
VI-i-VII-VI-i,blink-182,san diego,verse
VI-i-VII-VI-VII,taylor swift,22,chorus
VI-i-VII-VI-VII,helloween,don't stop being crazy,chorus
VI-i-VII-VI-VII,orjan nilsen,la guitarra,verse
VI-i-VII-VI-VII,angel beats,my soul your beats,chorus
VI-i-VII-VI-VII,bonnie mckee,american girl,chorus
VI-i-VII-VI-VII,fall out boy,america's suitehearts,chorus
VI-i-VII-VI-VII,dustin kensrue,rejoice,verse
VI-i-VII-VI-VII,peter gabriel,here comes the flood,verse
VI-i-VII-VI-VII,madeon,home,chorus
VI-i-VII-VI-VII,avicii,for a better day - kshmr remix,chorus
VI-i-VII-VI-III,goo goo dolls,iris,verse
VI-i-VII-VI-III,leona lewis,i see you - avatar,verse
VI-i-VII-VI-III,metallica,nothing else matters,verse
VI-i-VII-VI-III,owl city,fireflies,chorus
VI-i-VII-VI-III,muse,madness,verse
VI-i-VII-VI-III,lana del rey,national anthem,chorus
VI-i-VII-VI-III,the kooks,naive,chorus
VI-i-VII-VI-III,shakira,las de la intuicion,chorus
VI-i-VII-VI-III,panda bear,bros,chorus
VI-i-VII-VI-III,eisley,go away,verse
VI-i-VII-VI-III,john miller,tornado,chorus
VI-i-VII-VI-III,axwell and ingrosso,something new ,chorus
VI-i-VII-VI-III,tim mcgraw,live like you were dying,chorus
VI-i-VII-VI-III,cloud nothings,quieter today,chorus
VI-i-VII-VI-III,guster,hang on,verse
VI-i-VII-VI-III,cheat codes and kris kross amsterdam,sex,verse
VI-i-VII-VI-III,shawn mendes,stitches,chorus
VI-i-VII-VI-III,smashing pumpkins,bullet with butterfly wings,chorus
VI-i-VII-VI-iv,oasis,don't go away,verse
VI-i-VII-VI-iv,firewall,sincere - pulser mix,chorus
VI-i-VII-VI-iv,rupert holmes,escape,chorus
VI-i-VII-VI-iv,m83,oblivion,verse
VI-i-VII-VI-iv,swanky tunes and peking duk,you are like nobody else,chorus
VI-i-VII-VI-iv,ashley wallbridge andy moor meighan nealon,faces,chorus
VI-i-VII-III-VI,black eyed peas,just can't get enough,chorus
VI-i-VII-III-VI,counting crows,anna begins,chorus
VI-i-VII-III-VI,demi lovato,skyscraper,chorus
VI-i-VII-III-VI,fine young cannibals,she drives me crazy,chorus
VI-i-VII-III-VI,k'naan,world cup theme,chorus
VI-i-VII-III-VI,k'naan,world cup theme,verse
VI-i-VII-III-VI,one direction,what makes you beautiful,chorus
VI-i-VII-III-VI,taio cruz,dynamite,chorus
VI-i-VII-III-VI,taylor swift,stay stay stay,verse
VI-i-VII-III-VI,taylor swift,stay stay stay,chorus
VI-i-VII-III-VI,wiz khalifa,no sleep,chorus
VI-i-VII-III-VI,boston,more than a feeling,chorus
VI-i-VII-III-VI,celine dion,that's the way it is,chorus
VI-i-VII-III-VI,the killers,mr brightside,chorus
VI-i-VII-III-VI,kesha,die young,chorus
VI-i-VII-III-VI,max richter,on the nature of daylight,chorus
VI-i-VII-III-VI,jason derulo,trumpets,chorus
VI-i-VII-III-VI,mat kearney,sooner or later,chorus
VI-i-VII-III-VI,john mayer,say,chorus
VI-i-VII-III-VI,foreigner,i want to know what love is,verse
VI-i-VII-III-VI,am taxi,tanner boyle vs the 7th grade,chorus
VI-i-VII-III-VI,robert francis,junebug,chorus
VI-i-VII-III-VI,ingrid michaelson,girls chase boys,chorus
VI-i-VII-III-VI,ariana grande,santa tell me,chorus
VI-i-VII-III-VI,grl,ugly heart,verse
VI-i-VII-III-VI,rihanna and kanye west and paul mccartney,fourfiveseconds,verse
VI-i-VII-III-VI,rihanna and kanye west and paul mccartney,fourfiveseconds,chorus
VI-i-VII-III-VI,jonathan mann,hey defriender,verse
VI-i-VII-III-VI,walk the moon,shut up and dance,chorus
VI-i-VII-III-VI,twenty one pilots,house of gold,chorus
VI-i-VII-III-VI,k'naan,wavin' flag,chorus
VI-i-VII-III-VI,eric turner vs avicii,dancing in my head - tom hangs remix,chorus
VI-i-VII-III-VI,lucky boys confusion,bossman,chorus
VI-i-VII-III-VI,john mayer,walt grace's submarine test,chorus
VI-i-VII-III-VI,john mayer,walt grace's submarine test,chorus
VI-i-VII-III-VI,sia,alive,chorus
VI-i-VII-III-VI,regina spektor,fidelity,chorus
VI-i-VII-III-VI,nico and vinz,that's how you know,verse
VI-i-VII-III-VI,adam lambert,whataya want from me,verse
VI-i-VII-III-VI,woodkid,i love you,verse
VI-i-VII-III-VI,kleerup,longing for lullabies ft titiyo,chorus
VI-i-VII-III-VI,jacob sartorius,sweatshirt,verse
VI-i-VII-III-VI,the mowgli's,summertime,chorus
VI-i-VII-III-VI,sheryl crow,strong enough,chorus
VI-i-VII-III-VII,pink,raise your glass,chorus
VI-i-VII-III-VII,taylor swift,red,chorus
VI-i-VII-III-VII,pink,raise your glass,verse
VI-i-VII-III-VII,the cars,just what i needed,chorus
VI-i-VII-III-VII,jonathan coulton,code monkey,verse
VI-i-VII-III-VII,bon jovi,always,chorus
VI-i-VII-III-VII,four year strong,go down in history,chorus
VI-i-VII-III-VII,robyn,call your girlfriend,verse
VI-i-VII-III-iv,beyonce,sweet dreams,chorus
VI-i-VII-III-iv,zedd,stay the night,chorus
VI-i-VII-III-iv,dinka,never let go,chorus
VI-i-VII-III-iv,ricky skaggs and bruce hornsby,mandolin rain,chorus
VI-i-VII-iv-VI,hefner,the day that thatcher dies,chorus
VI-i-VII-iv-VI,nsync,bye bye bye,verse
VI-i-VII-iv-VI,passion pit,take a walk,verse
VI-i-VII-iv-VI,celine dion,that's the way it is,chorus
VI-i-VII-iv-VI,lana del rey,summertime sadness,chorus
VI-i-VII-iv-VI,lana del rey,summertime sadness,chorus
VI-i-VII-iv-VI,kurt vile,kv crimes,chorus
VI-i-VII-iv-VI,the cure,the figurehead,verse
VI-i-VII-iv-VI,enya,caribbean blue,verse
VI-i-VII-iv-VI,instrumental core,the angels among demons,chorus
VI-i-VII-iv-VI,mat zo,the lost,chorus
VI-i-VII-iv-VI,studio killers,eros and apollo,chorus
VI-i-VII-iv-VI,ellie goulding,figure 8,chorus
VI-i-VII-iv-VI,miike snow,bavarian 1 - dimitri vangelis and wyman remix,chorus
VI-i-VII-iv-VI,avril lavigne,when you're gone,chorus
VI-i-VII-iv-VI,chase and status,blind faith,chorus
VI-i-VII-iv-VI,nick jonas,chains,chorus
VI-i-VII-iv-VI,friendly fires,kiss of life,chorus
VI-i-VII-iv-VI,alt-j,matilda,verse
VI-i-VII-iv-VI,say anything,alive with the glory of love,chorus
VI-i-VII-iv-VI,pierce fulton and polina,where we were,chorus
VI-i-VII-iv-VI,gareth emery,eye of the storm - stadiumx remix,chorus
VI-i-VII-iv-VI,booka shade,love inc,chorus
VI-i-VII-iv-VI,lykke li,gunshot,chorus
VI-i-VII-iv-V,friendly fires,kiss of life,chorus
VI-i-VII-iv-V,relient k,be my escape,verse
VI-i-VII-iv-i,two steps from hell,birth of a hero,chorus
VI-i-VII-V-VI,usher,omg,chorus
VI-i-VII-V-VI,havana brown,we run the night,verse
VI-i-VII-V-VI,rihanna,who's that chick,verse
VI-i-VII-V-VI,mat zo,superman,verse
VI-i-VII-V-VI,haim,don't save me,chorus
VI-i-VII-V-VI,blind guardian,the lord of the rings,chorus
VI-i-VII-V-VI,savant,survive,chorus
VI-i-VII-V-VI,emancipator,nevergreen,verse
VI-i-VII-V-VI,foxes,let go for tonight,chorus
VI-i-VII-V-VI,tism,everyone else has had more sex than me,verse
VI-i-VII-V-VI,marcus schossow - arston,the universe,chorus
VI-i-VII-V-VI,tiesto ft tegan and sara,feel it in my bones,chorus
VI-i-VII-V-VI,mr probz ,waves robin schulz remix,verse
VI-i-VII-V-VI,nathan ford,apologies for the rain,chorus
VI-i-VII-V-VI,krewella,live for the night,verse
VI-i-VII-V-VI,kleerup,longing for lullabies ft titiyo,chorus
VI-i-VII-V-i,lindsey stirling,mirror haus,chorus
VI-i-VII-i-VI,demi lovato,skyscraper,chorus
VI-i-VII-i-VI,florence and the machine,swimming,verse
VI-i-VII-i-VI,the wreckers,leave the pieces,verse
VI-i-VII-i-VI,blind guardian,nightfall,verse
VI-i-VII-i-VI,hank green,it all makes sense at the end,verse
VI-i-VII-i-VI,ozzy osbourne,crazy train,chorus
VI-i-VII-i-VI,lorde,team,chorus
VI-i-VII-i-VI,the gaslight anthem,the spirit of jazz,verse
VI-i-VII-i-VI,alphabeat,vacation,chorus
VI-i-VII-i-VI,robyn,indestructible,chorus
VI-i-VII-i-VI,the 1975,somebody else,chorus
