cp,artist,song,section
IV-V-vi-I-IV,nathan ford,crystal geode jam,chorus
IV-V-vi-I-IV,metro station,shake it,verse
IV-V-vi-I-IV,tori kelly,hollow,chorus
IV-V-vi-I-IV,sigala,say you do,verse
IV-V-vi-I-IV,jenny owen youngs,hot in herre,chorus
IV-V-vi-I-IV,woodkid,i love you,verse
IV-V-vi-I-IV,armanarx,lky fansku tapi hatersku,chorus
IV-V-vi-I-IV,big giant circles,sevcon,chorus
IV-V-vi-I-IV,maan,ride it,verse
IV-V-vi-I-IV,mini pati,hirari kirakira yami yami museum,chorus
IV-V-vi-I-IV,belinda carlisle,heaven is a place on earth,chorus
IV-V-vi-I-IV,blink-182,she's out of her mind,verse
IV-V-vi-I-V,brooke fraser,something in the water,chorus
IV-V-vi-I-V,tristam and braken,frame of mind,chorus
IV-V-vi-I-V,regina spektor,samson,chorus
IV-V-vi-I-V,3lau,how you love me,chorus
IV-V-vi-I-V,nicky romero vs volt and state,warriors,chorus
IV-V-vi-I-V,the wanted,chasing the sun,chorus
IV-V-vi-I-V,nightwish,over the hills and far away,chorus
IV-V-vi-I-V,steve angello,remember,chorus
IV-V-vi-I-V,seinabo sey,younger,chorus
IV-V-vi-iii-IV,calvin harris,let's go,verse
IV-V-vi-iii-IV,frou frou,let go,chorus
IV-V-vi-iii-IV,martin solveig,the night out - madeon remix,chorus
IV-V-vi-iii-IV,kelly clarkson,since u been gone,verse
IV-V-vi-iii-IV,e-type,back 2 life,chorus
IV-V-vi-iii-IV,train,bruises,verse
IV-V-vi-iii-IV,avicii,dear boy,chorus
IV-V-vi-iii-IV,enya,caribbean blue,verse
IV-V-vi-iii-IV,archie feat brenton mattheus,kingdom,chorus
IV-V-vi-iii-IV,archie feat brenton mattheus,kingdom,chorus
IV-V-vi-iii-IV,dio,rainbow in the dark,chorus
IV-V-vi-iii-IV,blind guardian,harvest of sorrow,chorus
IV-V-vi-iii-IV,archie,famous,chorus
IV-V-vi-iii-IV,toto,hold the line,chorus
IV-V-vi-iii-IV,avicii,shame on me,chorus
IV-V-vi-iii-IV,the beatles,i will,verse
IV-V-vi-iii-IV,bic runga,sway,verse
IV-V-vi-iii-IV,marcus werner,octavia,verse
IV-V-vi-iii-IV,octavia,marcus werner,chorus
IV-V-vi-iii-IV,marcus werner,octavia,chorus
IV-V-vi-iii-IV,shakira,hips don't lie ft wyclef jean,chorus
IV-V-vi-iii-IV,dj genki feat yukacco,planet,chorus
IV-V-vi-iii-IV,veronica maggio,jag kommer,chorus
IV-V-vi-iii-IV,mgmt,electric feel,verse
IV-V-vi-iii-IV,tep no,it's alright,chorus
IV-V-vi-iii-IV,grimes,realiti,chorus
IV-V-vi-iii-IV,rustie,4eva,verse
IV-V-vi-iii-IV,brandon flowers,can't deny my love,chorus
IV-V-vi-iii-IV,delain,your body is a battleground,chorus
IV-V-vi-iii-IV,delain,sing to me,chorus
IV-V-vi-iii-IV,madeon,nonsense ft mark foster,chorus
IV-V-vi-iii-IV,sigala,say you do,verse
IV-V-vi-iii-IV,zun,purest sky and sea,verse
IV-V-vi-iii-IV,nerd,she wants to move,verse
IV-V-vi-iii-IV,puppet,answers,chorus
IV-V-vi-iii-IV,famicomforever,tame trip,chorus
IV-V-vi-iii-IV,marina and the diamonds,bubblegum bitch,chorus
IV-V-vi-iii-IV,demi lovato,body say,verse
IV-V-vi-iii-IV,blink-182,teenage satellites,chorus
IV-V-vi-iii-vi,wan wan,diva's device,verse
IV-V-vi-iii-V,bruce dickinson,man of sorrows,chorus
IV-V-vi-iii-V,tep no,it's alright,chorus
IV-V-vi-iii-V,darude,feel the beat,verse
IV-V-I-IV-V,bob dylan,like a rolling stone,chorus
IV-V-I-IV-V,bruno mars,when i was your man,chorus
IV-V-I-IV-V,my little pony,winter wrap up,chorus
IV-V-I-IV-V,one direction,what makes you beautiful,chorus
IV-V-I-IV-V,one direction,what makes you beautiful,verse
IV-V-I-IV-V,rob hubbard,commando highscore - remember the war,verse
IV-V-I-IV-V,the beatles,here comes the sun,verse
IV-V-I-IV-V,the rolling stones,time is on my side,chorus
IV-V-I-IV-V,train,save me san francisco,chorus
IV-V-I-IV-V,weezer,buddy holly,chorus
IV-V-I-IV-V,james blunt,you're beautiful,chorus
IV-V-I-IV-V,they might be giants,weep day,verse
IV-V-I-IV-V,danny de munk,ik voel me zo verdomd alleen,chorus
IV-V-I-IV-V,rascal flatts,bless the broken road,verse
IV-V-I-IV-V,hank green,i know,verse
IV-V-I-IV-V,hank green,i know,chorus
IV-V-I-IV-V,jonti picking,badgers,chorus
IV-V-I-IV-V,weird al yankovic,everything you know is wrong,chorus
IV-V-I-IV-V,train,bruises,verse
IV-V-I-IV-V,the avett brothers,kick drum heart,verse
IV-V-I-IV-V,they might be giants,where your eyes don't go,verse
IV-V-I-IV-V,the moody blues,once upon a time in your wildest dreams,verse
IV-V-I-IV-V,schoolhouse rock,telegraph line,chorus
IV-V-I-IV-V,avicii,dear boy,verse
IV-V-I-IV-V,avicii,dear boy,chorus
IV-V-I-IV-V,buddy holly,maybe baby,verse
IV-V-I-IV-V,rick astley,together forever,chorus
IV-V-I-IV-V,tracy chapman,give me one reason,verse
IV-V-I-IV-V,joan jett,i love rock n roll,chorus
IV-V-I-IV-V,ben folds five,brick,chorus
IV-V-I-IV-V,howard shore,concerning hobbits,verse
IV-V-I-IV-V,bob marley,stir it up,chorus
IV-V-I-IV-V,green day,good riddance - time of your life,verse
IV-V-I-IV-V,green day,good riddance - time of your life,chorus
IV-V-I-IV-V,cheap trick,surrender,verse
IV-V-I-IV-V,green day,amy,chorus
IV-V-I-IV-V,sarah blasko,flame trees,chorus
IV-V-I-IV-V,eric johnson,cliffs of dover,verse
IV-V-I-IV-V,buckner and garcia,wreck it wreck-it ralph,chorus
IV-V-I-IV-V,they might be giants,dead,verse
IV-V-I-IV-V,dion and the belmonts,teenager in love,chorus
IV-V-I-IV-V,hank green,it all makes sense at the end,verse
IV-V-I-IV-V,fun,carry on,chorus
IV-V-I-IV-V,fun,all alone,chorus
IV-V-I-IV-V,jimmy buffett,fins,verse
IV-V-I-IV-V,they might be giants,ana ng,chorus
IV-V-I-IV-V,nintendo - asuka ohta - ryo nagamatsu,mario kart wii - daisy circuit,verse
IV-V-I-IV-V,langhorne slim,worries,verse
IV-V-I-IV-V,everything but the girl,downtown train,chorus
IV-V-I-IV-V,the blue hearts,linda linda,chorus
IV-V-I-IV-V,the ramones,blitzkrieg bop,verse
IV-V-I-IV-V,soundtemp,theme of prontera,chorus
IV-V-I-IV-V,jonathan coulton,i feel fantastic,chorus
IV-V-I-IV-V,blue lagoon,break my stride,chorus
IV-V-I-IV-V,disney - hercules,i can go the distance,chorus
IV-V-I-IV-V,atomic kitten,the tide is high,chorus
IV-V-I-IV-V,game freak,pokemon center - pokemon red and blue,chorus
IV-V-I-IV-V,the white stripes,white moon,verse
IV-V-I-IV-V,def leppard,pour some sugar on me,chorus
IV-V-I-IV-V,eve 6,promise,chorus
IV-V-I-IV-V,biffy clyro,the captain,verse
IV-V-I-IV-V,soldat louis,juste une gigue en do,chorus
IV-V-I-IV-V,the living end,all torn down,chorus
IV-V-I-IV-V,joan jett,bad reputation,chorus
IV-V-I-IV-V,the archies,sugar sugar,chorus
IV-V-I-IV-V,weird al yankovic,midnight star,chorus
IV-V-I-IV-V,total drama island,i wanna be famous,chorus
IV-V-I-IV-V,motoi sakuraba,the silvery snowland,verse
IV-V-I-IV-V,mika nakashima,ichiban kirei na watashi wo,chorus
IV-V-I-IV-V,drake bell,i found a way,verse
IV-V-I-IV-V,traditional,bingo,chorus
IV-V-I-IV-V,myla smith,can't say no,verse
IV-V-I-IV-V,elvis costello,oliver's army,chorus
IV-V-I-IV-V,sheryl crow,the first cut is the deepest,chorus
IV-V-I-IV-V,keytalk,ouka ranman,verse
IV-V-I-IV-V,rednex,cotton eye joe,chorus
IV-V-I-IV-V,the heavy,stuck,chorus
IV-V-I-IV-V,queen,need your loving tonight,verse
IV-V-I-IV-V,chvrches,dead air,chorus
IV-V-I-IV-V,twin atlantic,heart and soul,chorus
IV-V-I-IV-V,say anything,every man has a molly,verse
IV-V-I-IV-V,lonestar,don't let's talk about lisa,chorus
IV-V-I-IV-V,weird al yankovic,the night santa went crazy,chorus
IV-V-I-IV-V,bob seger,hollywood nights,chorus
IV-V-I-IV-V,lindsey buckingham,holiday road,chorus
IV-V-I-IV-V,lita ford,kiss me deadly,chorus
IV-V-I-IV-V,fountains of wayne,hey julie,chorus
IV-V-I-IV-V,regina spektor,better,chorus
IV-V-I-IV-V,gfriend,me gustas tu,chorus
IV-V-I-IV-V,houndmouth,sedona,chorus
IV-V-I-IV-V,houndmouth,say it,chorus
IV-V-I-IV-V,renaud,manhattan-kaboul,verse
IV-V-I-IV-V,the cranberries,no need to argue,verse
IV-V-I-IV-V,tally hall,haiku,verse
IV-V-I-IV-V,fanfarlo,harold t wilkins,verse
IV-V-I-IV-V,armanarx,jangan play,chorus
IV-V-I-IV-V,fleet foxes,tiger mountain peasant song,verse
IV-V-I-IV-V,blondie,sunday girl,verse
IV-V-I-IV-V,the kinks,strangers,verse
IV-V-I-IV-V,famicomforever,tame trip,chorus
IV-V-I-IV-V,planxty,si bheag si mhor,verse
IV-V-I-IV-V,daya,sit still look pretty,chorus
IV-V-I-IV-V,perfume,sweet donuts,chorus
IV-V-I-IV-V,julia holter,feel you,verse
IV-V-I-IV-V,blink-182,teenage satellites,chorus
IV-V-I-IV-V,blink-182,going away to college,verse
IV-V-I-IV-V,blink-182,going away to college,chorus
IV-V-I-IV-I,dire straits,skateaway,verse
IV-V-I-IV-I,peter paul and mary,blowin' in the wind,verse
IV-V-I-IV-I,afroman,because i got high,verse
IV-V-I-IV-I,warren zevon,things to do in denver when you're dead,verse
IV-V-I-IV-I,the ramones,blitzkrieg bop,verse
IV-V-I-IV-I,the archies,sugar sugar,chorus
IV-V-I-IV-I,weird al yankovic,midnight star,chorus
IV-V-I-IV-I,tom cochrane,life is a highway,chorus
IV-V-I-IV-I,green day,american idiot,verse
IV-V-I-IV-I,fake problems,the dream team,chorus
IV-V-I-IV-I,schoolhouse rock,do the circulation,chorus
IV-V-I-IV-I,adam buxton,counting song,chorus
IV-V-I-IV-I,loverboy,working for the weekend,chorus
IV-V-I-IV-I,echosmith,bright,verse
IV-V-I-IV-I,they might be giants,everything right is wrong again,verse
IV-V-I-IV-I,toni basil,hey mickey,chorus
IV-V-I-IV-I,eli young band,even if it breaks your heart,verse
IV-V-I-IV-I,derrick harriott,let me down easy,chorus
IV-V-I-IV-I,the beatles,please please me,verse
IV-V-I-V-IV,bryan adams,everything i do,verse
IV-V-I-V-IV,johnathan coulton and ellen mclain,still alive,chorus
IV-V-I-V-IV,katy perry,waking up in vegas,chorus
IV-V-I-V-IV,led zeppelin,tangerine,chorus
IV-V-I-V-IV,train,hey soul sister,chorus
IV-V-I-V-IV,the rolling stones,wild horses,verse
IV-V-I-V-IV,taylor swift,22,chorus
IV-V-I-V-IV,hank green,i know,verse
IV-V-I-V-IV,magnetic fields,acoustic guitar,verse
IV-V-I-V-IV,they might be giants,they'll need a crane,chorus
IV-V-I-V-IV,tommy james and the shondells,crimson and clover,verse
IV-V-I-V-IV,tracy chapman,give me one reason,verse
IV-V-I-V-IV,lazy town,you are a pirate,chorus
IV-V-I-V-IV,regina spektor,the call,verse
IV-V-I-V-IV,enya,caribbean blue,verse
IV-V-I-V-IV,suzanne vega,luka,verse
IV-V-I-V-IV,switchfoot,dare you to move,chorus
IV-V-I-V-IV,sophie b hawkins,as i lay me down,chorus
IV-V-I-V-IV,oyuugi wagamama dan x paradeis,liverty,verse
IV-V-I-V-IV,betty who,somebody loves you,chorus
IV-V-I-V-IV,john mayer,your body is a wonderland,chorus
IV-V-I-V-IV,matchbox 20,3am,chorus
IV-V-I-V-IV,they might be giants,nightgown of the sullen moon,verse
IV-V-I-V-IV,helloween,windmill,verse
IV-V-I-V-IV,helloween,windmill,chorus
IV-V-I-V-IV,porter robiinson,sea of voices,verse
IV-V-I-V-IV,lazytown,cooking by the book,chorus
IV-V-I-V-IV,lazytown,cooking by the book,verse
IV-V-I-V-IV,parry gripp,nom nom nom nom nom nom nom,chorus
IV-V-I-V-IV,taylor swift,style,chorus
IV-V-I-V-IV,green day,minority,verse
IV-V-I-V-IV,sheryl crow,the first cut is the deepest,chorus
IV-V-I-V-IV,steerner ft corey saxon,sparks,verse
IV-V-I-V-IV,the mighty mighty bosstones,the package store petition,chorus
IV-V-I-V-IV,nintendo,squid kid,verse
IV-V-I-V-IV,they might be giants,everything right is wrong again,verse
IV-V-I-V-IV,rhythm heaven fever,catch of the day,verse
IV-V-I-V-IV,four year strong,go down in history,chorus
IV-V-I-V-IV,toby keith,should've been a cowboy,verse
IV-V-I-V-IV,toby keith,should've been a cowboy,chorus
IV-V-I-V-IV,chino y nacho,el poeta,chorus
IV-V-I-V-IV,the weepies,gotta have you,verse
IV-V-I-V-IV,sigala,say you do,chorus
IV-V-I-V-IV,relient k,be my escape,chorus
IV-V-I-V-IV,le vent du nord,rosette,verse
IV-V-I-V-IV,spice girls,2 become 1,chorus
IV-V-I-V-IV,nintendo,gba sky garden - mario kart ds,chorus
IV-V-I-V-vi,ai ootsuka,sakuranbo,chorus
IV-V-I-V-vi,arctic monkeys,mardy bum,chorus
IV-V-I-V-vi,blues traveler,hook,verse
IV-V-I-V-vi,bon jovi,living on a prayer,chorus
IV-V-I-V-vi,rhapsody of fire,emerald sword,chorus
IV-V-I-V-vi,taylor swift,i knew you were trouble,chorus
IV-V-I-V-vi,cyndi lauper,time after time,chorus
IV-V-I-V-vi,johann pachelbel,canon in d major,chorus
IV-V-I-V-vi,backstreet boys,get another boyfriend,chorus
IV-V-I-V-vi,backstreet boys,the one,chorus
IV-V-I-V-vi,casting crowns,joy to the world - christmas,verse
IV-V-I-V-vi,bonnie mckee,american girl,verse
IV-V-I-V-vi,sylvie vartan,irresistiblement,chorus
IV-V-I-V-vi,alphaville,forever young,chorus
IV-V-I-V-vi,men at work,land down under,chorus
IV-V-I-V-vi,the pogues and kirsty maccoll,fairytale of new york,verse
IV-V-I-V-vi,one direction ,night changes ,chorus
IV-V-I-V-vi,blues traveler,hook,chorus
IV-V-I-V-vi,fripside,only my railgun,verse
IV-V-I-V-vi,jonathan mann,hey defriender,chorus
IV-V-I-V-vi,robyn,call your girlfriend,verse
IV-V-I-V-vi,richard marx,richard marx - right here waiting,chorus
IV-V-I-V-vi,richard marx,right here waiting,chorus
IV-V-I-V-vi,shinichi sakamoto,side-crawler's dance,verse
IV-V-I-V-vi,daughtry,over you,verse
IV-V-I-V-vi,daughtry,over you,chorus
IV-V-I-V-vi,nintendo,gba sky garden - mario kart ds,chorus
IV-V-I-V-vi,blink-182,she's out of her mind,chorus
IV-V-I-V-I,leonard cohen,hallelujah,verse
IV-V-I-V-I,jeff buckley,hallelujah,verse
IV-V-I-V-I,hank green,i know,verse
IV-V-I-V-I,oyuugi wagamama dan x paradeis,liverty,verse
IV-V-I-V-I,hank green,it all makes sense at the end,chorus
IV-V-I-V-I,the beatles,we can work it out,verse
IV-V-I-V-I,queen,you're my best friend,verse
IV-V-I-V-I,abba,waterloo,chorus
IV-V-I-V-I,david bowie,let's dance,chorus
IV-V-I-V-I,the pogues and kirsty maccoll,fairytale of new york,verse
IV-V-I-V-I,motoi sakuraba,the silvery snowland,verse
IV-V-I-V-I,nintendo,squid kid,verse
IV-V-I-V-I,weezer,falling for you,chorus
IV-V-I-V-I,shovel knight - la danse macabre,jake kaufman,chorus
IV-V-I-V-I,phish,heavy things,verse
IV-V-I-vi-IV,bare naked ladies,big bang theory theme song,verse
IV-V-I-vi-IV,braid soundtrack,downstream,chorus
IV-V-I-vi-IV,ricky nelson,poor little fool,chorus
IV-V-I-vi-IV,sam cooke,wonderful world,chorus
IV-V-I-vi-IV,sha na na,those magic changes - grease,chorus
IV-V-I-vi-IV,taylor swift,starlight,chorus
IV-V-I-vi-IV,ace of base,i saw the sign,chorus
IV-V-I-vi-IV,perfume,chocolate disco,chorus
IV-V-I-vi-IV,kaoma,lambada,verse
IV-V-I-vi-IV,whitney houston,i will always love you,chorus
IV-V-I-vi-IV,matchbox 20,unwell,verse
IV-V-I-vi-IV,alicia keys,girl on fire,verse
IV-V-I-vi-IV,they might be giants,doctor worm,verse
IV-V-I-vi-IV,britney spears,lucky,chorus
IV-V-I-vi-IV,britney spears,ooh la la,chorus
IV-V-I-vi-IV,regina spektor,folding chairs,verse
IV-V-I-vi-IV,1927,if i could,chorus
IV-V-I-vi-IV,green day,amy,verse
IV-V-I-vi-IV,the bangles,eternal flame,verse
IV-V-I-vi-IV,ben e king,stand by me,verse
IV-V-I-vi-IV,helloween,if i knew,chorus
IV-V-I-vi-IV,barry mann,who put the bomp,chorus
IV-V-I-vi-IV,dion and the belmonts,teenager in love,verse
IV-V-I-vi-IV,marc cohn,walking in memphis,verse
IV-V-I-vi-IV,nintendo,yoshi's island - flower garden,verse
IV-V-I-vi-IV,the blue hearts,linda linda,chorus
IV-V-I-vi-IV,the blue hearts,linda linda,verse
IV-V-I-vi-IV,to the moon,for river - piano - johnny's version,verse
IV-V-I-vi-IV,lipstick,i'm a raver,chorus
IV-V-I-vi-IV,magic,rude,verse
IV-V-I-vi-IV,magic,rude,chorus
IV-V-I-vi-IV,charli xcx,boom clap,chorus
IV-V-I-vi-IV,pomplamoose,bust your knee caps,chorus
IV-V-I-vi-IV,jacksfilms,give this song a title,chorus
IV-V-I-vi-IV,brand new,the quiet things that no one ever knows,chorus
IV-V-I-vi-IV,charli xcx,boom clap,verse
IV-V-I-vi-IV,neutral milk hotel,in the aeroplane over the sea,verse
IV-V-I-vi-IV,hoagy carmichael,heart and soul,verse
IV-V-I-vi-IV,christopher tin,baba yetu,chorus
IV-V-I-vi-IV,barenaked ladies,if i had a million dollars,chorus
IV-V-I-vi-IV,joe inoue,closer,chorus
IV-V-I-vi-IV,go west,king of wishful thinking,verse
IV-V-I-vi-IV,miranda cosgrove,leave it all to me,chorus
IV-V-I-vi-IV,toby keith,courtesy of the red white and blue,chorus
IV-V-I-vi-IV,keytalk,ouka ranman,chorus
IV-V-I-vi-IV,dom fera,deck'd,verse
IV-V-I-vi-IV,steerner ft corey saxon,sparks,verse
IV-V-I-vi-IV,katy perry,lost,chorus
IV-V-I-vi-IV,radical face,welcome home,chorus
IV-V-I-vi-IV,rob abernethy,a walk in the shire,verse
IV-V-I-vi-IV,avicii,for a better day - kshmr remix,chorus
IV-V-I-vi-IV,tame impala,let it happen,chorus
IV-V-I-vi-IV,fountains of wayne,hey julie,verse
IV-V-I-vi-IV,van morrison,caravan,verse
IV-V-I-vi-IV,taylor swift,the best day,verse
IV-V-I-vi-IV,the cranberries,no need to argue,verse
IV-V-I-vi-IV,crowded house,don't dream it's over,chorus
IV-V-I-vi-IV,whiteflame,senbonzakura,chorus
IV-V-I-vi-IV,the beach boys,surfer girl,verse
IV-V-I-vi-IV,mooseheadmoosic,rainbow chicken dance,verse
IV-V-I-vi-IV,calvin harris,this is what you came for ft rihanna,verse
IV-V-I-vi-IV,demi lovato,body say,chorus
IV-V-I-vi-IV,emax,delicate oooz,chorus
IV-V-I-vi-IV,blink-182,she's out of her mind,verse
IV-V-IV-V-IV,the decemberists,won't want for love,chorus
IV-V-IV-V-IV,the decemberists,won't want for love,verse
IV-V-IV-V-IV,the beatles,yellow submarine,verse
IV-V-IV-V-IV,los del rio,macarena,chorus
IV-V-IV-V-IV,jane's addiction,jane says,verse
IV-V-IV-V-IV,yoko ueno,raspberry heaven,chorus
IV-V-IV-V-IV,fleetwood mac,dreams,verse
IV-V-IV-V-IV,suzanne vega,luka,verse
IV-V-IV-V-IV,lana del rey,hollywood,chorus
IV-V-IV-V-IV,morgan page vs sultan and ned shepard vs bt,in the air - mord fustang remix,chorus
IV-V-IV-V-IV,the human league,don't you want me,chorus
IV-V-IV-V-IV,the good and the damned,little electric,verse
IV-V-IV-V-IV,seikilos,hoson zes phainou,verse
IV-V-IV-V-IV,the white stripes,dead leaves and the dirty ground,verse
IV-V-IV-V-IV,game freak,vs wild pokemon - unova,chorus
IV-V-IV-V-IV,game freak,vs trainer - hoenn,chorus
IV-V-IV-V-IV,unitopia,the garden,verse
IV-V-IV-V-IV,one direction ,night changes ,chorus
IV-V-IV-V-IV,bowling for soup,high school never ends,chorus
IV-V-IV-V-IV,yuki kajiura,bloody rabbit,chorus
IV-V-IV-V-IV,john travolta and olivia newton-john,summer nights,chorus
IV-V-IV-V-IV,blur,advert,verse
IV-V-IV-V-IV,nathan ford,serious beat in b minor,chorus
IV-V-IV-V-IV,brad paisley,two feet of topsoil,verse
IV-V-IV-V-IV,saves the day,eulogy,verse
IV-V-IV-V-IV,beach house,the hours,verse
IV-V-IV-V-I,dire straits,skateaway,chorus
IV-V-IV-V-I,they might be giants,doctor worm,verse
IV-V-IV-V-I,the beatles,we can work it out,verse
IV-V-IV-V-I,david bowie,let's dance,chorus
IV-V-IV-V-I,fleet foxes,isles,verse
IV-V-IV-V-I,the blues brothers,soul man,chorus
IV-V-IV-V-I,motoi sakuraba,the silvery snowland,verse
IV-V-IV-V-I,genki rockets,heavenly star,chorus
IV-V-IV-V-I,one direction ,night changes ,chorus
IV-V-IV-V-I,nintendo,squid kid,verse
IV-V-IV-V-I,queen,need your loving tonight,verse
IV-V-IV-V-I,twin atlantic,heart and soul,chorus
IV-V-IV-V-I,yuki kajiura,bloody rabbit,chorus
IV-V-IV-V-I,ricky skaggs and bruce hornsby,mandolin rain,chorus
IV-V-IV-V-I,lauri ylonen,heavy,chorus
IV-V-IV-V-I,elizabeth and the catapult,you and me,chorus
IV-V-IV-V-I,the smiths,please please please let me get what i want,verse
IV-V-IV-V-I,beach house,the hours,verse
IV-V-IV-V-vi,dire straits,sultans of swing,chorus
IV-V-IV-V-vi,john denver,annie's song,verse
IV-V-IV-V-vi,helloween,if i knew,chorus
IV-V-IV-V-vi,spongebob squarepants,krusty krab training video intro,verse
IV-V-IV-V-vi,arty,around the world,chorus
IV-V-IV-V-vi,two-mix,rhythm emotion,chorus
IV-V-IV-V-vi,chris brown,beautiful people,verse
IV-V-IV-V-vi,taylor swift,shake it off,chorus
IV-V-IV-V-vi,zun,child of are,verse
IV-V-IV-V-vi,the shins,simple song,chorus
IV-V-IV-V-vi,toby fox,megalovania,verse
IV-V-IV-V-vi,dj khaled,all i do is win,chorus
IV-V-IV-V-iii,the strokes,reptilia,chorus
IV-V-IV-V-iii,disney jodi benson,part of your world,verse
IV-V-IV-V-iii,sonic underground,sonic underground theme song,chorus
IV-V-IV-V-iii,satoshi iwase,danganronpa - saisei,chorus
IV-V-IV-V-iii,afrojack,ten feet tall,verse
IV-V-IV-I-IV,neutral milk hotel,king of carrot flowers,verse
IV-V-IV-I-IV,ritchie valen,la bamba,chorus
IV-V-IV-I-IV,pink,trouble,chorus
IV-V-IV-I-IV,neutral milk hotel,two-headed boy,verse
IV-V-IV-I-IV,the troggs,wild thing,verse
IV-V-IV-I-IV,iron maiden,the number of the beast,chorus
IV-V-IV-I-IV,roxette,how do you do,verse
IV-V-IV-I-IV,joanna newsom,this side of the blue,verse
IV-V-IV-I-IV,langhorne slim,worries,verse
IV-V-IV-I-IV,andrew lloyd webber,music of the night,chorus
IV-V-IV-I-IV,tism,everyone else has had more sex than me,chorus
IV-V-IV-I-IV,simple minds,don't you forget about me,verse
IV-V-IV-I-IV,flo rida,what i like about you ft fitz,chorus
IV-V-IV-I-IV,green day,minority,chorus
IV-V-IV-I-IV,the mighty mighty bosstones,the magic of youth,verse
IV-V-IV-I-IV,john travolta and olivia newton-john,summer nights,chorus
IV-V-IV-I-IV,regina spektor,fidelity,chorus
IV-V-IV-I-IV,rem,stand,chorus
IV-V-IV-I-IV,juice newton,angel of the morning,verse
IV-V-IV-I-IV,cyndi lauper,true colors,chorus
IV-V-IV-I-IV,no doubt,underneath it all,chorus
IV-V-IV-I-V,rush,working man,verse
IV-V-IV-I-V,rush,working man,chorus
IV-V-IV-I-V,joan jett,bad reputation,verse
IV-V-IV-I-V,helloween,windmill,verse
IV-V-IV-I-V,rush,closer to the heart,verse
IV-V-IV-I-V,billy squier,lonely is the night,verse
IV-V-IV-I-V,elton john,daniel,verse
IV-V-IV-I-b7,nintendo - asuka ohta - ryo nagamatsu,mario kart wii - daisy circuit,verse
IV-V-IV-I-b7,teenage mutant ninja turtles,pizza power,chorus
IV-V-IV-iii-IV,les friction,come back to me,chorus
IV-V-IV-iii-IV,nintendo,tetris attack - water stage,verse
IV-V-IV-iii-IV,eric whitacre,sleep,chorus
IV-V-IV-iii-ii,the blue hearts,linda linda,verse
IV-V-IV-iii-V,morgan page vs sultan and ned shepard vs bt,in the air - mord fustang remix,chorus
IV-V-IV-iii-V,les friction,come back to me,chorus
IV-V-IV-iii-vi,bad lip reading,kicked your monkey,chorus
IV-V-IV-iii-vi,wan wan,surpass the gate of the silver key,verse
IV-V-IV-iii-7/6,zedd,done with love,chorus
IV-V-IV-iii-I,monika brodka,w pieciu smakach,verse
IV-V-IV-iii-I,twin atlantic,heart and soul,chorus
IV-V-IV-vi-V,bonnie mckee,american girl,chorus
IV-V-IV-vi-IV,scorpions,rock you like a hurricane,verse
IV-V-IV-vi-IV,fountains of wayne,hey julie,chorus
IV-V-IV-vi-16,marianas trench,pop 101,chorus
IV-V-iii-vi-IV,ai ootsuka,sakuranbo,chorus
IV-V-iii-vi-IV,britney spears,hold it against me,chorus
IV-V-iii-vi-IV,nintendo,guile's theme,verse
IV-V-iii-vi-IV,nsync,it's gonna be me,chorus
IV-V-iii-vi-IV,gwen stefani,4 in the morning,chorus
IV-V-iii-vi-IV,usher,scream,chorus
IV-V-iii-vi-IV,avicii,dear boy,verse
IV-V-iii-vi-IV,avicii,dear boy,chorus
IV-V-iii-vi-IV,rick astley,together forever,chorus
IV-V-iii-vi-IV,passenger,let her go,verse
IV-V-iii-vi-IV,game freak,credits - pokemon heartgold and soulsilver,chorus
IV-V-iii-vi-IV,jj lin,always online,verse
IV-V-iii-vi-IV,jj lin,always online,verse
IV-V-iii-vi-IV,jj lin,always online,chorus
IV-V-iii-vi-IV,jj lin,always online,chorus
IV-V-iii-vi-IV,jonathan coulton,i feel fantastic,chorus
IV-V-iii-vi-IV,dax johnson,a moment in the life of me,verse
IV-V-iii-vi-IV,dax johnson,a moment in the life of me,verse
IV-V-iii-vi-IV,sirenia,lost in life,chorus
IV-V-iii-vi-IV,sid,monochrome kiss,chorus
IV-V-iii-vi-IV,game freak,violet city,chorus
IV-V-iii-vi-IV,vlad,magicka 2,chorus
IV-V-iii-vi-IV,sound apparel,the love that lasts the longest part 1,chorus
IV-V-iii-vi-IV,wanting,jar of love,chorus
IV-V-iii-vi-IV,zun,eternal shrine maiden,verse
IV-V-iii-vi-IV,wan wan,surpass the gate of the silver key,verse
IV-V-iii-vi-IV,senpi,awakening wolf's instinct,chorus
IV-V-iii-vi-IV,wan wan,world yamataizer,verse
IV-V-iii-vi-IV,harufuri,girlving to the right,verse
IV-V-iii-vi-IV,toru minegishi,tokimeki bomb rush,chorus
IV-V-iii-vi-IV,mini pati,hirari kirakira yami yami museum,chorus
IV-V-iii-vi-ii,prguitarman -yamaha vocaloid,nyan cat - nyanyanya,chorus
IV-V-iii-vi-ii,prguitarman -yamaha vocaloid,nyan cat - nyanyanya,verse
IV-V-iii-vi-ii,perfume,chocolate disco,chorus
IV-V-iii-vi-ii,cool joke,undo-full-metal-alchemist-fma-op3,chorus
IV-V-iii-vi-ii,sid,monochrome kiss,chorus
IV-V-iii-vi-ii,sawai miku,colorful - saenai heroine no sodatekata ed,verse
IV-V-iii-vi-ii,073113243,nyan cat,chorus
